model,pretrained,task_type,benchmark,result_file,timestamp,status
ViT-L-14,commonpool_xl_laion_s13b_b90k,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
ViT-L-14,commonpool_xl_laion_s13b_b90k,zeroshot_classification,vtab/dtd,"","",pending
ViT-L-14,commonpool_xl_laion_s13b_b90k,zeroshot_classification,vtab/eurosat,"","",pending
ViT-L-14,commonpool_xl_laion_s13b_b90k,zeroshot_classification,vtab/flowers,"","",pending
ViT-L-14,commonpool_xl_laion_s13b_b90k,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
ViT-L-14,commonpool_xl_laion_s13b_b90k,zeroshot_classification,vtab/pcam,"","",pending
ViT-L-14,commonpool_xl_laion_s13b_b90k,zeroshot_classification,vtab/pets,"","",pending
ViT-L-14,commonpool_xl_laion_s13b_b90k,zeroshot_classification,vtab/resisc45,"","",pending
ViT-L-14,commonpool_xl_laion_s13b_b90k,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
ViT-L-14,commonpool_xl_laion_s13b_b90k,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
ViT-L-14,commonpool_xl_laion_s13b_b90k,zeroshot_classification,vtab/svhn,"","",pending
ViT-L-14,commonpool_xl_laion_s13b_b90k,zeroshot_retrieval,mscoco_captions,"","",pending
ViT-L-14,commonpool_xl_laion_s13b_b90k,zeroshot_retrieval,mscoco_captions2017,"","",pending
ViT-L-14,commonpool_xl_laion_s13b_b90k,zeroshot_retrieval,flickr30k,"","",pending
ViT-L-14,commonpool_xl_laion_s13b_b90k,zeroshot_retrieval,flickr8k,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,caltech101,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,cars,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,cifar10,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,cifar100,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,country211,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,dtd,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,eurosat,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,fer2013,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,fgvc_aircraft,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,flowers,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,food101,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,gtsrb,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,imagenet-a,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,imagenet-r,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,imagenet1k,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,imagenet_sketch,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,imagenetv2,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,mnist,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,objectnet,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,pcam,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,pets,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,renderedsst2,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,resisc45,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,stl10,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,sun397,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,voc2007,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,voc2007_multilabel,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,vtab/caltech101,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,vtab/cifar10,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,vtab/cifar100,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,vtab/clevr_count_all,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,vtab/dmlab,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,vtab/dtd,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,vtab/eurosat,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,vtab/flowers,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,vtab/pcam,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,vtab/pets,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,vtab/resisc45,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_classification,vtab/svhn,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_retrieval,mscoco_captions,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_retrieval,mscoco_captions2017,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_retrieval,flickr30k,"","",pending
ViT-L-14,commonpool_xl_s13b_b90k,zeroshot_retrieval,flickr8k,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,caltech101,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,cars,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,cifar10,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,cifar100,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,country211,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,dtd,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,eurosat,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,fer2013,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,fgvc_aircraft,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,flowers,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,food101,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,gtsrb,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,imagenet-a,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,imagenet-r,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,imagenet1k,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,imagenet_sketch,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,imagenetv2,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,mnist,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,objectnet,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,pcam,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,pets,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,renderedsst2,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,resisc45,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,stl10,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,sun397,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,voc2007,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,voc2007_multilabel,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,vtab/caltech101,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,vtab/cifar10,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,vtab/cifar100,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,vtab/clevr_count_all,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,vtab/dmlab,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,vtab/dtd,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,vtab/eurosat,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,vtab/flowers,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,vtab/pcam,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,vtab/pets,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,vtab/resisc45,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
ViT-L-14,metaclip_400m,zeroshot_classification,vtab/svhn,"","",pending
ViT-L-14,metaclip_400m,zeroshot_retrieval,mscoco_captions,"","",pending
ViT-L-14,metaclip_400m,zeroshot_retrieval,mscoco_captions2017,"","",pending
ViT-L-14,metaclip_400m,zeroshot_retrieval,flickr30k,"","",pending
ViT-L-14,metaclip_400m,zeroshot_retrieval,flickr8k,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,caltech101,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,cars,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,cifar10,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,cifar100,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,country211,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,dtd,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,eurosat,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,fer2013,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,fgvc_aircraft,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,flowers,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,food101,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,gtsrb,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,imagenet-a,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,imagenet-r,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,imagenet1k,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,imagenet_sketch,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,imagenetv2,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,mnist,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,objectnet,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,pcam,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,pets,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,renderedsst2,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,resisc45,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,stl10,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,sun397,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,voc2007,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,voc2007_multilabel,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,vtab/caltech101,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,vtab/cifar10,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,vtab/cifar100,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,vtab/clevr_count_all,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,vtab/dmlab,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,vtab/dtd,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,vtab/eurosat,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,vtab/flowers,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,vtab/pcam,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,vtab/pets,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,vtab/resisc45,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_classification,vtab/svhn,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_retrieval,mscoco_captions,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_retrieval,mscoco_captions2017,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_retrieval,flickr30k,"","",pending
ViT-L-14,metaclip_fullcc,zeroshot_retrieval,flickr8k,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,caltech101,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,cars,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,cifar10,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,cifar100,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,country211,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,dtd,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,eurosat,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,fer2013,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,fgvc_aircraft,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,flowers,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,food101,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,gtsrb,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,imagenet-a,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,imagenet-r,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,imagenet1k,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,imagenet_sketch,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,imagenetv2,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,mnist,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,objectnet,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,pcam,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,pets,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,renderedsst2,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,resisc45,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,stl10,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,sun397,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,voc2007,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,voc2007_multilabel,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,vtab/caltech101,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,vtab/cifar10,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,vtab/cifar100,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,vtab/clevr_count_all,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,vtab/dmlab,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,vtab/dtd,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,vtab/eurosat,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,vtab/flowers,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,vtab/pcam,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,vtab/pets,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,vtab/resisc45,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
ViT-L-14,dfn2b,zeroshot_classification,vtab/svhn,"","",pending
ViT-L-14,dfn2b,zeroshot_retrieval,mscoco_captions,"","",pending
ViT-L-14,dfn2b,zeroshot_retrieval,mscoco_captions2017,"","",pending
ViT-L-14,dfn2b,zeroshot_retrieval,flickr30k,"","",pending
ViT-L-14,dfn2b,zeroshot_retrieval,flickr8k,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,caltech101,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,cars,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,cifar10,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,cifar100,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,country211,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,dtd,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,eurosat,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,fer2013,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,fgvc_aircraft,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,flowers,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,food101,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,gtsrb,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,imagenet-a,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,imagenet-r,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,imagenet1k,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,imagenet_sketch,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,imagenetv2,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,mnist,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,objectnet,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,pcam,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,pets,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,renderedsst2,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,resisc45,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,stl10,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,sun397,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,voc2007,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,voc2007_multilabel,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,vtab/caltech101,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,vtab/cifar10,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,vtab/cifar100,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,vtab/clevr_count_all,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,vtab/dmlab,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,vtab/dtd,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,vtab/eurosat,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,vtab/flowers,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,vtab/pcam,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,vtab/pets,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,vtab/resisc45,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_classification,vtab/svhn,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_retrieval,mscoco_captions,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_retrieval,mscoco_captions2017,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_retrieval,flickr30k,"","",pending
ViT-L-14,dfn2b_s39b,zeroshot_retrieval,flickr8k,"","",pending
ViT-L-14-336,openai,zeroshot_classification,caltech101,"","",pending
ViT-L-14-336,openai,zeroshot_classification,cars,"","",pending
ViT-L-14-336,openai,zeroshot_classification,cifar10,"","",pending
ViT-L-14-336,openai,zeroshot_classification,cifar100,"","",pending
ViT-L-14-336,openai,zeroshot_classification,country211,"","",pending
ViT-L-14-336,openai,zeroshot_classification,dtd,"","",pending
ViT-L-14-336,openai,zeroshot_classification,eurosat,"","",pending
ViT-L-14-336,openai,zeroshot_classification,fer2013,"","",pending
ViT-L-14-336,openai,zeroshot_classification,fgvc_aircraft,"","",pending
ViT-L-14-336,openai,zeroshot_classification,flowers,"","",pending
ViT-L-14-336,openai,zeroshot_classification,food101,"","",pending
ViT-L-14-336,openai,zeroshot_classification,gtsrb,"","",pending
ViT-L-14-336,openai,zeroshot_classification,imagenet-a,"","",pending
ViT-L-14-336,openai,zeroshot_classification,imagenet-r,"","",pending
ViT-L-14-336,openai,zeroshot_classification,imagenet1k,"","",pending
ViT-L-14-336,openai,zeroshot_classification,imagenet_sketch,"","",pending
ViT-L-14-336,openai,zeroshot_classification,imagenetv2,"","",pending
ViT-L-14-336,openai,zeroshot_classification,mnist,"","",pending
ViT-L-14-336,openai,zeroshot_classification,objectnet,"","",pending
ViT-L-14-336,openai,zeroshot_classification,pcam,"","",pending
ViT-L-14-336,openai,zeroshot_classification,pets,"","",pending
ViT-L-14-336,openai,zeroshot_classification,renderedsst2,"","",pending
ViT-L-14-336,openai,zeroshot_classification,resisc45,"","",pending
ViT-L-14-336,openai,zeroshot_classification,stl10,"","",pending
ViT-L-14-336,openai,zeroshot_classification,sun397,"","",pending
ViT-L-14-336,openai,zeroshot_classification,voc2007,"","",pending
ViT-L-14-336,openai,zeroshot_classification,voc2007_multilabel,"","",pending
ViT-L-14-336,openai,zeroshot_classification,vtab/caltech101,"","",pending
ViT-L-14-336,openai,zeroshot_classification,vtab/cifar10,"","",pending
ViT-L-14-336,openai,zeroshot_classification,vtab/cifar100,"","",pending
ViT-L-14-336,openai,zeroshot_classification,vtab/clevr_closest_object_distance,"","",pending
ViT-L-14-336,openai,zeroshot_classification,vtab/clevr_count_all,"","",pending
ViT-L-14-336,openai,zeroshot_classification,vtab/diabetic_retinopathy,"","",pending
ViT-L-14-336,openai,zeroshot_classification,vtab/dmlab,"","",pending
ViT-L-14-336,openai,zeroshot_classification,vtab/dsprites_label_orientation,"","",pending
ViT-L-14-336,openai,zeroshot_classification,vtab/dsprites_label_x_position,"","",pending
ViT-L-14-336,openai,zeroshot_classification,vtab/dtd,"","",pending
ViT-L-14-336,openai,zeroshot_classification,vtab/eurosat,"","",pending
ViT-L-14-336,openai,zeroshot_classification,vtab/flowers,"","",pending
ViT-L-14-336,openai,zeroshot_classification,vtab/kitti_closest_vehicle_distance,"","",pending
ViT-L-14-336,openai,zeroshot_classification,vtab/pcam,"","",pending
ViT-L-14-336,openai,zeroshot_classification,vtab/pets,"","",pending
ViT-L-14-336,openai,zeroshot_classification,vtab/resisc45,"","",pending
ViT-L-14-336,openai,zeroshot_classification,vtab/smallnorb_label_azimuth,"","",pending
ViT-L-14-336,openai,zeroshot_classification,vtab/smallnorb_label_elevation,"","",pending
ViT-L-14-336,openai,zeroshot_classification,vtab/svhn,"","",pending
ViT-L-14-336,openai,zeroshot_retrieval,mscoco_captions,"","",pending
ViT-L-14-336,openai,zeroshot_retrieval,mscoco_captions2017,"","",pending
ViT-L-14-336,openai,zeroshot_retrieval,flickr30k,"","",pending
ViT-L-14-336,openai,zeroshot_retrieval,flickr8k,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,caltech101,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,cars,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,cifar10,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,cifar100,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,country211,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,dtd,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,eurosat,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,fer2013,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,fgvc_aircraft,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,flowers,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,food101,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,gtsrb,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,imagenet-a,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,imagenet-r,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,imagenet1k,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,imagenet_sketch,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,imagenetv2,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,mnist,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,objectnet,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,pcam,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,pets,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,renderedsst2,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,resisc45,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,stl10,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,sun397,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,voc2007,"","",pending
ViT-H-14,laion2b_s32b_b79k,zeroshot_classification,voc2007_multilabel,"","",pending
